"id","created_at","name","has_test","alternate_url"
"\"112070405\",\"2024-12-09T07:31:19+0300\",Junior,false,\"https://hh.ru/vacancy/112070405\""
"\"112758327\",\"2024-12-09T12:10:23+0300\",-,false,\"https://hh.ru/vacancy/112758327\""
"\"112763125\",\"2024-12-09T13:02:19+0300\",Junior,false,\"https://hh.ru/vacancy/112763125\""
"\"112070405\",\"2024-12-09T07:31:19+0300\",Junior,false,\"https://hh.ru/vacancy/112070405\""
"\"112758327\",\"2024-12-09T12:10:23+0300\",-,false,\"https://hh.ru/vacancy/112758327\""
"\"112763125\",\"2024-12-09T13:02:19+0300\",Junior,false,\"https://hh.ru/vacancy/112763125\""
"\"112070405\",\"2024-12-09T07:31:19+0300\",Junior,false,\"https://hh.ru/vacancy/112070405\""
"\"112758327\",\"2024-12-09T12:10:23+0300\",-,false,\"https://hh.ru/vacancy/112758327\""
"\"112763125\",\"2024-12-09T13:02:19+0300\",Junior,false,\"https://hh.ru/vacancy/112763125\""
